invoice_no,order_sales,order_items,unique_products,customer_id,country,invoice_date
493761,2179.08,760,23,14258.0,United Kingdom,2010-01-06 14:54:00
493762,414.72,576,1,17941.0,United Kingdom,2010-01-06 15:37:00
493765,1390.52,1124,9,14828.0,United Kingdom,2010-01-07 09:34:00
493793,750.0,600,1,17949.0,United Kingdom,2010-01-07 10:56:00
493794,318.0,300,1,17949.0,United Kingdom,2010-01-07 10:57:00
493796,2287.2,984,4,16029.0,United Kingdom,2010-01-07 11:03:00
493797,306.0,72,1,16029.0,United Kingdom,2010-01-07 11:03:00
493798,1377.88,148,3,16029.0,United Kingdom,2010-01-07 11:09:00
493799,2427.6,904,2,16029.0,United Kingdom,2010-01-07 11:12:00
493800,854.72,392,13,18094.0,United Kingdom,2010-01-07 11:16:00
493801,9.9,2,1,15684.0,United Kingdom,2010-01-07 11:21:00
493802,935.55,197,25,16985.0,United Kingdom,2010-01-07 11:22:00
493804,332.58,374,19,14626.0,United Kingdom,2010-01-07 11:23:00
493806,26.05,4,4,17404.0,Sweden,2010-01-07 11:31:00
493810,93.05,21,5,13727.0,United Kingdom,2010-01-07 11:47:00
493812,3677.9,3141,199,13081.0,United Kingdom,2010-01-07 11:52:00
493813,392.95000000000005,97,7,14051.0,United Kingdom,2010-01-07 11:53:00
493814,202.73000000000002,166,23,14541.0,United Kingdom,2010-01-07 11:59:00
493815,108.37,53,8,12978.0,United Kingdom,2010-01-07 12:10:00
493816,212.0,48,5,15266.0,United Kingdom,2010-01-07 12:19:00
493817,323.4,198,24,16641.0,United Kingdom,2010-01-07 12:22:00
493818,360.76,336,8,16525.0,United Kingdom,2010-01-07 12:32:00
493819,44051.6,25018,94,14156.0,EIRE,2010-01-07 12:34:00
493820,262.05,61,30,13821.0,United Kingdom,2010-01-07 12:37:00
493824,165.60000000000002,92,8,16862.0,United Kingdom,2010-01-07 12:57:00
493825,200.09,59,22,16888.0,United Kingdom,2010-01-07 13:07:00
493826,49.2,8,6,13173.0,United Kingdom,2010-01-07 13:16:00
493827,324.24,320,9,16746.0,United Kingdom,2010-01-07 13:17:00
493828,316.2,84,17,14732.0,United Kingdom,2010-01-07 13:19:00
493834,334.35,86,29,14527.0,United Kingdom,2010-01-07 13:32:00
493840,614.5,136,9,15874.0,United Kingdom,2010-01-07 13:56:00
493841,699.83,385,44,13394.0,United Kingdom,2010-01-07 14:04:00
493843,217.2,64,7,15100.0,United Kingdom,2010-01-07 14:33:00
493844,140.22000000000003,74,8,15324.0,United Kingdom,2010-01-07 14:37:00
493846,284.52,204,9,14465.0,United Kingdom,2010-01-07 15:03:00
493847,518.14,290,29,15152.0,United Kingdom,2010-01-07 15:15:00
493848,158.0,56,9,16351.0,United Kingdom,2010-01-07 15:26:00
493860,452.6,180,14,13767.0,United Kingdom,2010-01-07 16:19:00
493863,2130.3,1888,38,12678.0,France,2010-01-07 16:46:00
493865,1251.7,480,50,15808.0,United Kingdom,2010-01-07 16:57:00
493866,439.28000000000003,198,27,16057.0,United Kingdom,2010-01-07 17:11:00
493872,314.46,176,19,16296.0,United Kingdom,2010-01-07 18:33:00
493873,589.07,342,29,13711.0,United Kingdom,2010-01-07 18:34:00
493874,302.9,56,14,13468.0,United Kingdom,2010-01-07 18:35:00
493875,237.45000000000002,91,12,13693.0,United Kingdom,2010-01-07 18:36:00
493876,205.75,104,11,12648.0,Germany,2010-01-07 18:38:00
493877,2388.82,998,62,14911.0,EIRE,2010-01-07 19:34:00
493878,508.72,356,35,14769.0,United Kingdom,2010-01-08 09:08:00
493880,563.98,194,14,13047.0,United Kingdom,2010-01-08 09:23:00
493881,357.0,60,6,17018.0,United Kingdom,2010-01-08 09:38:00
493882,680.22,594,25,15586.0,United Kingdom,2010-01-08 10:02:00
493883,3528.0,1176,2,18102.0,United Kingdom,2010-01-08 10:06:00
493884,396.0,240,2,14045.0,United Kingdom,2010-01-08 10:08:00
493885,6624.0,2208,4,18102.0,United Kingdom,2010-01-08 10:09:00
493886,500.89,223,30,16497.0,United Kingdom,2010-01-08 10:30:00
493887,760.02,294,6,17457.0,United Kingdom,2010-01-08 10:34:00
493897,780.52,1,1,14911.0,EIRE,2010-01-08 10:39:00
493899,404.55,190,27,12417.0,Belgium,2010-01-08 10:43:00
493900,780.52,1,1,14911.0,EIRE,2010-01-08 10:44:00
493922,194.1,46,12,13728.0,United Kingdom,2010-01-08 11:13:00
493923,702.5500000000001,295,22,13360.0,United Kingdom,2010-01-08 11:16:00
493924,180.0,1,1,12678.0,France,2010-01-08 11:25:00
493925,228.29999999999998,82,12,15827.0,United Kingdom,2010-01-08 11:25:00
493926,228.67,49,6,13854.0,United Kingdom,2010-01-08 11:28:00
493927,358.68,388,2,14063.0,United Kingdom,2010-01-08 11:50:00
493929,281.25,79,7,14735.0,United Kingdom,2010-01-08 11:55:00
493930,141.60000000000002,48,1,15369.0,United Kingdom,2010-01-08 11:58:00
493941,382.32,144,2,13199.0,United Kingdom,2010-01-08 12:05:00
493945,200.45000000000002,67,6,16103.0,United Kingdom,2010-01-08 12:08:00
493946,363.74,338,22,15607.0,United Kingdom,2010-01-08 12:16:00
493947,284.34000000000003,104,24,17243.0,United Kingdom,2010-01-08 12:22:00
493948,1104.25,123,11,16772.0,United Kingdom,2010-01-08 12:38:00
493949,174.1,58,11,16325.0,United Kingdom,2010-01-08 12:51:00
493950,740.63,397,23,12681.0,France,2010-01-08 13:19:00
493951,114.60000000000001,156,2,16027.0,United Kingdom,2010-01-08 13:21:00
493952,212.4,696,2,12971.0,United Kingdom,2010-01-08 13:52:00
493953,328.62,274,18,14327.0,United Kingdom,2010-01-08 14:04:00
493954,258.39,145,14,18170.0,United Kingdom,2010-01-08 14:10:00
493955,1190.46,334,30,14016.0,EIRE,2010-01-08 14:12:00
493956,101.85000000000001,23,7,15465.0,United Kingdom,2010-01-08 14:16:00
493957,304.76,96,6,18087.0,United Kingdom,2010-01-08 14:18:00
493959,177.35000000000002,79,9,13044.0,United Kingdom,2010-01-08 14:46:00
493960,483.57,307,31,16556.0,United Kingdom,2010-01-08 15:01:00
493961,354.69,93,37,17841.0,United Kingdom,2010-01-08 15:16:00
493962,673.0,213,27,15311.0,United Kingdom,2010-01-08 15:19:00
493963,465.8,172,12,13078.0,United Kingdom,2010-01-08 15:24:00
493964,1970.19,1309,101,12714.0,France,2010-01-08 16:29:00
493965,236.8,52,28,14573.0,United Kingdom,2010-01-08 16:34:00
493968,691.04,272,16,15640.0,United Kingdom,2010-01-08 16:42:00
493969,1007.7800000000001,496,38,14031.0,United Kingdom,2010-01-08 17:09:00
493970,297.1,229,9,15856.0,United Kingdom,2010-01-08 17:13:00
493971,152.05,47,39,13259.0,United Kingdom,2010-01-10 10:26:00
493972,327.59999999999997,480,13,16109.0,United Kingdom,2010-01-10 10:37:00
493973,91.28,28,16,17539.0,United Kingdom,2010-01-10 11:08:00
493974,241.54,114,38,16787.0,United Kingdom,2010-01-10 11:12:00
493975,760.24,308,28,12540.0,Spain,2010-01-10 11:27:00
493976,497.2,389,28,14849.0,United Kingdom,2010-01-10 11:40:00
493977,275.95,68,22,14532.0,United Kingdom,2010-01-10 11:47:00
493978,1276.23,718,55,17920.0,United Kingdom,2010-01-10 11:55:00
493979,147.6,182,32,17323.0,United Kingdom,2010-01-10 11:58:00
493980,601.8000000000001,276,6,13410.0,United Kingdom,2010-01-10 11:59:00
493981,3654.38,2066,55,14160.0,United Kingdom,2010-01-10 12:06:00
493982,268.3,95,24,18231.0,United Kingdom,2010-01-10 12:13:00
493983,447.36,824,8,13762.0,United Kingdom,2010-01-10 12:13:00
493985,328.05,207,16,15527.0,United Kingdom,2010-01-10 12:25:00
493987,716.4300000000001,257,4,15413.0,United Kingdom,2010-01-10 12:37:00
493988,300.6,92,5,14299.0,United Kingdom,2010-01-10 12:40:00
493989,1192.9,512,40,14685.0,United Kingdom,2010-01-10 12:43:00
493990,168.3,90,10,12951.0,United Kingdom,2010-01-10 12:43:00
493991,238.8,24,1,14685.0,United Kingdom,2010-01-10 12:44:00
493993,635.88,246,27,13089.0,United Kingdom,2010-01-10 12:47:00
493994,5520.0,1200,4,14091.0,United Kingdom,2010-01-10 13:41:00
493995,2699.44,3403,19,13694.0,United Kingdom,2010-01-10 13:50:00
493996,307.06,194,19,15601.0,United Kingdom,2010-01-10 13:51:00
493997,137.79,59,27,17372.0,United Kingdom,2010-01-10 13:51:00
493998,305.8,116,10,13999.0,United Kingdom,2010-01-10 13:56:00
494000,443.48,464,7,15061.0,United Kingdom,2010-01-10 14:17:00
494001,552.79,213,28,13319.0,United Kingdom,2010-01-10 14:21:00
494002,290.12,164,24,13634.0,United Kingdom,2010-01-10 14:26:00
494003,194.25,104,17,17222.0,United Kingdom,2010-01-10 15:24:00
494004,338.71,357,18,15601.0,United Kingdom,2010-01-10 15:25:00
494007,136.15,40,28,14606.0,United Kingdom,2010-01-10 16:03:00
494008,326.54,194,18,18242.0,United Kingdom,2010-01-11 08:49:00
494009,345.18,148,19,12471.0,Germany,2010-01-11 08:51:00
494010,126.15,45,6,12471.0,Germany,2010-01-11 08:53:00
494020,249.6,56,9,17147.0,United Kingdom,2010-01-11 09:38:00
494021,357.17,257,17,15738.0,United Kingdom,2010-01-11 09:53:00
494022,1980.0,1200,7,15769.0,United Kingdom,2010-01-11 09:55:00
494023,488.68,480,18,13162.0,United Kingdom,2010-01-11 10:08:00
494026,365.04,216,1,15369.0,United Kingdom,2010-01-11 10:11:00
494027,209.0,76,12,17113.0,United Kingdom,2010-01-11 10:14:00
494028,306.62,202,22,17113.0,United Kingdom,2010-01-11 10:15:00
494029,478.77000000000004,237,9,12913.0,United Kingdom,2010-01-11 10:24:00
494032,306.74,172,20,13709.0,United Kingdom,2010-01-11 10:40:00
494035,521.0500000000001,134,29,15044.0,United Kingdom,2010-01-11 11:30:00
494036,595.0,100,10,17139.0,United Kingdom,2010-01-11 11:31:00
494037,565.0,124,8,15291.0,United Kingdom,2010-01-11 11:43:00
494040,9.700000000000001,3,3,18115.0,United Kingdom,2010-01-11 11:57:00
494042,975.11,1,1,12510.0,Spain,2010-01-11 11:57:00
494045,435.88,1,1,12510.0,Spain,2010-01-11 12:01:00
494046,47.4,77,4,15044.0,United Kingdom,2010-01-11 12:01:00
494047,473.56,215,16,13093.0,United Kingdom,2010-01-11 12:05:00
494048,499.36,236,13,13093.0,United Kingdom,2010-01-11 12:07:00
494079,150.31,75,21,12835.0,United Kingdom,2010-01-11 12:19:00
494108,858.27,630,59,17529.0,United Kingdom,2010-01-11 12:29:00
494110,408.42,263,18,12549.0,USA,2010-01-11 12:29:00
494113,150.0,120,1,12549.0,USA,2010-01-11 12:30:00
494118,305.28000000000003,864,2,12875.0,United Kingdom,2010-01-11 12:37:00
494119,559.96,136,10,17739.0,United Kingdom,2010-01-11 12:46:00
494120,1642.5,150,1,14156.0,EIRE,2010-01-11 12:48:00
494128,60.300000000000004,24,3,17740.0,United Kingdom,2010-01-11 13:11:00
494139,271.2,97,19,15549.0,United Kingdom,2010-01-11 13:16:00
494140,117.0,44,2,14984.0,United Kingdom,2010-01-11 13:22:00
494141,256.79999999999995,336,9,18252.0,United Kingdom,2010-01-11 13:24:00
494142,165.8,36,16,17978.0,United Kingdom,2010-01-11 13:51:00
494143,881.2,452,25,12406.0,Denmark,2010-01-11 14:04:00
494146,152.88,194,2,14646.0,Netherlands,2010-01-11 14:37:00
494148,803.76,389,35,15311.0,United Kingdom,2010-01-11 14:45:00
494149,321.52000000000004,224,6,16569.0,United Kingdom,2010-01-11 14:52:00
494150,726.6,52,3,12980.0,United Kingdom,2010-01-11 14:56:00
494153,142.35,171,10,17023.0,United Kingdom,2010-01-11 15:09:00
494154,384.49,305,14,17188.0,United Kingdom,2010-01-11 15:33:00
494157,463.11,313,18,13089.0,United Kingdom,2010-01-11 16:00:00
494160,368.1,168,2,18061.0,United Kingdom,2010-01-11 16:42:00
494161,833.94,198,9,16019.0,United Kingdom,2010-01-11 17:13:00
494163,95.2,32,2,13433.0,United Kingdom,2010-01-12 08:59:00
494164,24.45,3,2,17961.0,United Kingdom,2010-01-12 09:24:00
494165,235.8,84,2,15380.0,United Kingdom,2010-01-12 09:25:00
494167,133.51999999999998,32,6,14867.0,United Kingdom,2010-01-12 09:48:00
494169,163.4,68,4,15186.0,United Kingdom,2010-01-12 10:14:00
494170,484.53999999999996,134,12,12600.0,Germany,2010-01-12 10:36:00
494206,495.0,300,2,12939.0,United Kingdom,2010-01-12 11:27:00
494207,293.35,133,11,16841.0,United Kingdom,2010-01-12 11:32:00
494208,137.7,78,37,17945.0,United Kingdom,2010-01-12 11:33:00
494209,260.15,95,11,14239.0,United Kingdom,2010-01-12 11:33:00
494210,731.52,192,1,15299.0,United Kingdom,2010-01-12 11:34:00
494211,120.7,74,8,17945.0,United Kingdom,2010-01-12 11:36:00
494212,690.52,338,49,15002.0,United Kingdom,2010-01-12 11:40:00
494213,101.95,92,26,17945.0,United Kingdom,2010-01-12 11:40:00
494214,1579.72,818,60,12623.0,Germany,2010-01-12 11:45:00
494216,446.1,866,3,16422.0,United Kingdom,2010-01-12 11:57:00
494217,308.24,88,4,16525.0,United Kingdom,2010-01-12 12:12:00
494218,204.28,77,36,17841.0,United Kingdom,2010-01-12 12:29:00
494227,658.95,379,32,13622.0,United Kingdom,2010-01-12 13:22:00
494228,285.83,191,21,14861.0,United Kingdom,2010-01-12 13:39:00
494229,1218.8,719,18,16779.0,United Kingdom,2010-01-12 13:54:00
494230,32.5,6,5,17961.0,United Kingdom,2010-01-12 14:08:00
494233,1254.56,1301,52,15093.0,United Kingdom,2010-01-12 14:33:00
494234,5.0,1,1,12549.0,USA,2010-01-12 15:01:00
494235,643.5,370,17,14225.0,United Kingdom,2010-01-12 15:02:00
494236,120.0,96,2,14241.0,United Kingdom,2010-01-12 15:11:00
494237,219.89000000000001,114,24,15550.0,United Kingdom,2010-01-12 15:27:00
494239,584.08,398,134,14081.0,United Kingdom,2010-01-12 15:48:00
494240,665.1,178,20,16858.0,United Kingdom,2010-01-12 15:50:00
494241,326.98,182,16,17165.0,United Kingdom,2010-01-12 15:50:00
494243,18532.3,7782,44,18102.0,United Kingdom,2010-01-12 15:57:00
494244,6711.0,4980,18,18102.0,United Kingdom,2010-01-12 16:02:00
494246,36.25,15,5,17352.0,United Kingdom,2010-01-12 16:13:00
494264,432.83,329,39,17576.0,United Kingdom,2010-01-12 16:55:00
494267,363.12,118,69,14606.0,United Kingdom,2010-01-12 17:15:00
494268,306.3,160,16,12649.0,Germany,2010-01-12 17:24:00
494269,334.99,369,22,12820.0,United Kingdom,2010-01-13 08:58:00
494272,321.44,298,21,15358.0,United Kingdom,2010-01-13 09:53:00
494275,534.6,144,11,15497.0,United Kingdom,2010-01-13 10:21:00
494276,305.1,138,7,17679.0,United Kingdom,2010-01-13 10:29:00
494277,1335.92,804,5,14063.0,United Kingdom,2010-01-13 10:32:00
494278,708.2,372,11,13162.0,United Kingdom,2010-01-13 10:40:00
494280,854.35,343,33,12682.0,France,2010-01-13 10:43:00
494281,317.64,244,2,13798.0,United Kingdom,2010-01-13 10:52:00
494327,430.83,165,8,13576.0,United Kingdom,2010-01-13 11:57:00
494335,288.85,151,17,14092.0,United Kingdom,2010-01-13 12:21:00
494336,332.7,462,11,14137.0,United Kingdom,2010-01-13 12:30:00
494338,403.06,234,8,15311.0,United Kingdom,2010-01-13 12:40:00
494339,530.34,432,38,14154.0,United Kingdom,2010-01-13 12:47:00
494342,177.9,42,4,14826.0,United Kingdom,2010-01-13 13:08:00
494343,143.22,53,15,15456.0,United Kingdom,2010-01-13 13:22:00
494344,89.32,60,5,16585.0,United Kingdom,2010-01-13 13:31:00
494345,374.11,221,21,15755.0,United Kingdom,2010-01-13 13:55:00
494348,546.95,1,1,14156.0,EIRE,2010-01-13 14:25:00
494349,117.80000000000001,64,14,15015.0,United Kingdom,2010-01-13 14:32:00
494351,354.45,1,1,14277.0,France,2010-01-13 14:48:00
494354,1273.5,587,34,15513.0,United Kingdom,2010-01-13 14:59:00
494357,1383.41,512,36,12647.0,Germany,2010-01-13 15:06:00
494359,383.02,276,81,17962.0,United Kingdom,2010-01-13 15:24:00
494362,119.38000000000001,45,18,17757.0,United Kingdom,2010-01-13 15:56:00
494364,748.91,540,45,14146.0,United Kingdom,2010-01-13 16:04:00
494383,179.7,50,2,13929.0,United Kingdom,2010-01-14 07:25:00
494384,381.66,228,25,16304.0,United Kingdom,2010-01-14 08:30:00
494385,486.64,296,25,18268.0,United Kingdom,2010-01-14 09:33:00
494389,480.47,243,29,13152.0,United Kingdom,2010-01-14 10:01:00
494390,520.24,524,27,18041.0,United Kingdom,2010-01-14 10:04:00
494391,164.34,172,12,13787.0,United Kingdom,2010-01-14 10:13:00
494392,129.09,51,6,16414.0,United Kingdom,2010-01-14 10:21:00
494394,274.2,158,15,15312.0,United Kingdom,2010-01-14 10:25:00
494395,953.5,476,54,14256.0,United Kingdom,2010-01-14 10:35:00
494416,371.47,238,23,17469.0,United Kingdom,2010-01-14 10:56:00
494419,39.8,4,1,15903.0,United Kingdom,2010-01-14 10:57:00
494429,141.6,32,1,16660.0,United Kingdom,2010-01-14 11:09:00
494432,1240.0,800,8,13694.0,United Kingdom,2010-01-14 11:43:00
494433,244.8,96,1,14423.0,United Kingdom,2010-01-14 11:49:00
494434,302.15000000000003,83,18,18134.0,United Kingdom,2010-01-14 11:59:00
494435,201.05,72,16,14590.0,United Kingdom,2010-01-14 12:00:00
494436,419.65,197,16,16013.0,United Kingdom,2010-01-14 12:09:00
494437,222.85,117,22,14466.0,United Kingdom,2010-01-14 12:11:00
494439,328.5,110,4,12931.0,United Kingdom,2010-01-14 12:30:00
494440,290.72,120,16,17850.0,United Kingdom,2010-01-14 12:46:00
494441,182.46,96,12,13491.0,United Kingdom,2010-01-14 13:00:00
494442,671.93,325,40,12644.0,Germany,2010-01-14 13:02:00
494443,272.73,91,43,15898.0,United Kingdom,2010-01-14 13:03:00
494445,280.82,118,16,17850.0,United Kingdom,2010-01-14 13:14:00
494447,354.66,148,17,17496.0,United Kingdom,2010-01-14 13:36:00
494450,22.5,5,1,12346.0,United Kingdom,2010-01-14 13:50:00
494451,355.62,105,49,14527.0,United Kingdom,2010-01-14 13:50:00
494454,127.7,42,8,15605.0,United Kingdom,2010-01-14 14:03:00
494455,532.1,176,20,17850.0,United Kingdom,2010-01-14 14:06:00
494456,290.63,231,17,13233.0,United Kingdom,2010-01-14 14:10:00
494458,15.0,12,1,14667.0,United Kingdom,2010-01-14 14:15:00
494459,925.85,383,47,14667.0,United Kingdom,2010-01-14 14:18:00
494467,475.88,225,39,15046.0,United Kingdom,2010-01-14 14:29:00
494468,343.2,156,19,13050.0,United Kingdom,2010-01-14 14:32:00
494469,429.64,284,10,16210.0,United Kingdom,2010-01-14 14:41:00
494470,130.8,24,1,12748.0,United Kingdom,2010-01-14 14:41:00
494471,1639.1200000000001,650,117,13680.0,United Kingdom,2010-01-14 14:48:00
494473,859.27,487,42,17508.0,Greece,2010-01-14 14:53:00
494475,125.97,75,19,17377.0,United Kingdom,2010-01-14 15:10:00
494476,367.68,344,11,15222.0,United Kingdom,2010-01-14 15:24:00
494478,975.76,396,20,14062.0,United Kingdom,2010-01-14 15:41:00
494479,858.25,540,74,17032.0,United Kingdom,2010-01-14 15:47:00
494480,855.9,316,88,15768.0,United Kingdom,2010-01-14 16:16:00
494481,532.1,176,20,17850.0,United Kingdom,2010-01-14 16:24:00
494482,1131.62,879,39,13983.0,United Kingdom,2010-01-14 16:24:00
494483,939.4,202,36,13562.0,United Kingdom,2010-01-14 16:33:00
494484,327.19,325,18,17754.0,United Kingdom,2010-01-14 16:45:00
494490,498.12,170,20,17850.0,United Kingdom,2010-01-14 17:20:00
494498,12.6,6,1,13360.0,United Kingdom,2010-01-14 17:59:00
494499,470.22,158,20,17850.0,United Kingdom,2010-01-14 18:03:00
494503,485.52000000000004,160,20,17850.0,United Kingdom,2010-01-14 18:56:00
494504,93.47,177,6,17848.0,United Kingdom,2010-01-14 19:10:00
494505,169.33,75,10,13711.0,United Kingdom,2010-01-14 19:20:00
494506,439.62,146,20,17850.0,United Kingdom,2010-01-14 19:36:00
494507,278.38,129,29,15031.0,United Kingdom,2010-01-14 19:50:00
494508,113.80000000000001,68,4,16353.0,United Kingdom,2010-01-15 08:13:00
494509,45.6,48,2,16353.0,United Kingdom,2010-01-15 08:14:00
494510,439.62,146,20,17850.0,United Kingdom,2010-01-15 08:59:00
494511,1075.27,479,57,12431.0,Belgium,2010-01-15 09:04:00
494512,301.6,114,17,14755.0,United Kingdom,2010-01-15 09:10:00
494513,45.0,3,1,12431.0,Belgium,2010-01-15 09:37:00
494514,694.2,224,20,17850.0,United Kingdom,2010-01-15 10:14:00
494515,2370.78,3130,20,13694.0,United Kingdom,2010-01-15 10:24:00
494516,306.40000000000003,186,21,14136.0,United Kingdom,2010-01-15 10:29:00
494518,330.0,200,2,16029.0,United Kingdom,2010-01-15 10:37:00
494529,280.05,165,13,15738.0,United Kingdom,2010-01-15 10:45:00
494533,137.1,50,5,18065.0,United Kingdom,2010-01-15 10:47:00
494585,7.1,5,5,15359.0,United Kingdom,2010-01-15 11:30:00
494586,244.19,83,40,18106.0,United Kingdom,2010-01-15 11:36:00
494587,60.120000000000005,36,15,18106.0,United Kingdom,2010-01-15 11:40:00
494588,347.0,174,3,17681.0,United Kingdom,2010-01-15 11:53:00
494589,482.8,162,20,17850.0,United Kingdom,2010-01-15 11:56:00
494590,2.95,1,1,12755.0,Japan,2010-01-15 11:57:00
494591,89.25,16,2,12789.0,Netherlands,2010-01-15 12:06:00
494594,316.25,107,10,15771.0,United Kingdom,2010-01-15 12:14:00
494603,193.68,122,10,16452.0,United Kingdom,2010-01-15 12:22:00
494605,120.95,13,5,13821.0,United Kingdom,2010-01-15 12:28:00
494606,347.34000000000003,230,24,15607.0,United Kingdom,2010-01-15 12:38:00
494607,91.5,30,2,16858.0,United Kingdom,2010-01-15 12:43:00
494608,521.9,168,20,17850.0,United Kingdom,2010-01-15 12:51:00
494611,79.19999999999999,48,1,12649.0,Germany,2010-01-15 13:14:00
494612,148.15,61,11,15311.0,United Kingdom,2010-01-15 13:15:00
494613,361.81,227,23,14324.0,United Kingdom,2010-01-15 13:31:00
494614,506.6,166,20,17850.0,United Kingdom,2010-01-15 13:32:00
494616,110.72,84,9,17364.0,United Kingdom,2010-01-15 14:27:00
494617,290.0,76,10,13319.0,United Kingdom,2010-01-15 14:40:00
494618,235.52,135,15,17871.0,United Kingdom,2010-01-15 14:48:00
494619,738.1800000000001,262,32,12631.0,Finland,2010-01-15 14:50:00
494620,208.1,156,13,17227.0,United Kingdom,2010-01-15 15:05:00
494621,195.2,91,19,15059.0,United Kingdom,2010-01-15 15:13:00
494622,55.47,27,16,12860.0,United Kingdom,2010-01-15 15:22:00
494623,175.37,75,11,15393.0,United Kingdom,2010-01-15 15:27:00
494624,158.9,102,11,17454.0,United Kingdom,2010-01-15 15:40:00
494625,205.48,184,44,17851.0,United Kingdom,2010-01-15 15:47:00
494627,83.4,68,4,15224.0,United Kingdom,2010-01-15 16:14:00
494630,244.2,181,7,12813.0,Netherlands,2010-01-15 16:52:00
494632,306.3,154,20,15633.0,United Kingdom,2010-01-15 16:53:00
494634,214.0,253,16,15489.0,United Kingdom,2010-01-15 16:58:00
494635,226.49,119,13,15945.0,United Kingdom,2010-01-15 17:36:00
494636,224.09,101,34,16335.0,United Kingdom,2010-01-17 10:27:00
494637,113.33,61,20,14451.0,United Kingdom,2010-01-17 10:35:00
494638,278.46999999999997,98,36,16782.0,United Kingdom,2010-01-17 11:03:00
494639,975.0,647,43,14421.0,United Kingdom,2010-01-17 11:30:00
494640,409.69,440,41,17801.0,United Kingdom,2010-01-17 11:31:00
494641,1568.87,515,5,15413.0,United Kingdom,2010-01-17 11:33:00
494642,521.9,168,20,17850.0,United Kingdom,2010-01-17 11:35:00
494643,1936.74,1955,15,13694.0,United Kingdom,2010-01-17 11:55:00
494644,519.18,412,121,16595.0,United Kingdom,2010-01-17 12:12:00
494645,242.5,133,17,16017.0,United Kingdom,2010-01-17 12:17:00
494646,136.8,68,4,13907.0,United Kingdom,2010-01-17 12:22:00
494647,1185.81,508,24,17920.0,United Kingdom,2010-01-17 12:25:00
494648,454.90000000000003,150,20,17850.0,United Kingdom,2010-01-17 12:26:00
494649,156.32999999999998,75,12,17969.0,United Kingdom,2010-01-17 12:28:00
494651,685.9,358,43,16510.0,United Kingdom,2010-01-17 12:30:00
494652,560.23,155,37,14527.0,United Kingdom,2010-01-17 12:40:00
494653,400.8,328,23,14420.0,United Kingdom,2010-01-17 12:41:00
494654,587.52,276,7,13777.0,United Kingdom,2010-01-17 12:42:00
494655,240.0,112,14,17850.0,United Kingdom,2010-01-17 12:55:00
494656,294.4,120,15,17850.0,United Kingdom,2010-01-17 13:14:00
494657,101.3,113,14,16524.0,United Kingdom,2010-01-17 13:16:00
494658,135.57999999999998,53,25,13782.0,United Kingdom,2010-01-17 13:29:00
494659,383.5,138,18,17850.0,United Kingdom,2010-01-17 13:41:00
494660,185.8,138,27,13831.0,United Kingdom,2010-01-17 13:55:00
494661,150.18,70,28,13634.0,United Kingdom,2010-01-17 14:07:00
494662,377.32,314,32,13004.0,United Kingdom,2010-01-17 14:10:00
494663,239.84,88,12,16166.0,United Kingdom,2010-01-17 14:16:00
494664,443.83000000000004,195,22,17213.0,United Kingdom,2010-01-17 14:50:00
494665,488.68,293,21,16434.0,United Kingdom,2010-01-17 14:51:00
494666,1258.38,670,132,13869.0,United Kingdom,2010-01-17 14:53:00
494667,206.4,48,4,15223.0,United Kingdom,2010-01-17 14:54:00
494668,182.25,143,17,13616.0,United Kingdom,2010-01-17 14:56:00
494669,146.81,75,16,15916.0,United Kingdom,2010-01-17 15:02:00
494670,608.75,363,36,13178.0,United Kingdom,2010-01-17 15:22:00
494671,185.7,210,7,14560.0,United Kingdom,2010-01-17 15:46:00
494672,151.49,39,13,14404.0,United Kingdom,2010-01-17 15:46:00
494673,514.81,325,16,15311.0,United Kingdom,2010-01-17 15:52:00
494674,151.11,54,43,14606.0,United Kingdom,2010-01-17 16:01:00
494676,144.1,31,19,17591.0,United Kingdom,2010-01-17 16:09:00
494677,202.35000000000002,79,13,14892.0,United Kingdom,2010-01-18 08:58:00
494678,3151.0,3160,15,16684.0,United Kingdom,2010-01-18 09:12:00
494679,299.49,215,24,12877.0,United Kingdom,2010-01-18 10:23:00
494680,263.83000000000004,105,15,17343.0,United Kingdom,2010-01-18 10:29:00
494681,369.44,166,19,14441.0,United Kingdom,2010-01-18 10:40:00
494682,359.16,156,42,14754.0,United Kingdom,2010-01-18 11:04:00
494683,226.08,138,28,15747.0,United Kingdom,2010-01-18 11:21:00
494684,112.95,51,8,15795.0,United Kingdom,2010-01-18 11:31:00
494686,206.44,48,17,15039.0,United Kingdom,2010-01-18 11:49:00
494687,83.4,12,1,15039.0,United Kingdom,2010-01-18 11:56:00
494732,658.73,351,39,16670.0,United Kingdom,2010-01-18 12:27:00
494762,181.44,102,35,17841.0,United Kingdom,2010-01-18 12:36:00
494768,297.32,474,20,18057.0,United Kingdom,2010-01-18 12:42:00
494778,308.39,155,57,14461.0,United Kingdom,2010-01-18 12:48:00
494779,216.72,148,28,18041.0,United Kingdom,2010-01-18 12:55:00
494780,838.75,193,27,14442.0,Channel Islands,2010-01-18 12:59:00
494783,482.40000000000003,272,25,17581.0,United Kingdom,2010-01-18 13:16:00
494785,380.52,503,18,17966.0,United Kingdom,2010-01-18 13:24:00
494787,206.38,119,47,15164.0,United Kingdom,2010-01-18 13:34:00
494788,11.9,2,1,17966.0,United Kingdom,2010-01-18 13:36:00
